"","Sample","Date","Time","Counted.by","Site","DO..mg.L.","Saturation....","Temperature...C.","N","NH3.N","NH4.N","pH","NO2","PO4","X","Species","Classification","Threat","Cells.Counted","Frames.counted","Total.Count"
"1983",1109,"02/04/2019","19:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","20",20,5000
"1984",1109,"02/04/2019","19:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","138",20,34500
"1985",1109,"02/04/2019","19:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","4",20,1000
"1986",1109,"02/04/2019","19:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","2",20,500
"1987",1110,"02/04/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","1",20,250
"1988",1110,"02/04/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","26",20,6500
"1989",1110,"02/04/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","6",20,1500
"1990",1110,"02/04/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","1",20,250
"1991",1110,"02/04/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","1",20,250
"1992",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros debilis","Diatom","","3",20,750
"1993",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navicula","Diatom","","3",20,750
"1994",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitzschia","Diatom","","3",20,750
"1995",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","33",20,8250
"1996",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","5",20,1250
"1997",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","54",20,13500
"1998",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","217",20,54250
"1999",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae","","1",20,250
"2000",1111,"02/04/2019","20:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","14",20,3500
"2001",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",20,250
"2002",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","2",20,500
"2003",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom","","6",20,1500
"2004",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","36",20,9000
"2005",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros similis","Diatom","","1",20,250
"2006",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",20,250
"2007",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","17",20,4250
"2008",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","149",20,37250
"2009",1112,"02/04/2019","20:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitzschia","Diatom","","1",20,250
"2010",1113,"02/04/2019","22:15:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAB Total Count","Various","","16",20,4000
"2011",1114,"02/04/2019","22:15:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAB Total Count","Various","","7",20,1750
"2012",1115,"03/04/2019","07:40:00","Lorna","Primary sump","7.36",85.5,12.3,0.08,0.1,0.1,7.83,NA,NA,NA,"Ceratium furca","Dinoflagellate","","404",20,101000
"2013",1115,"03/04/2019","07:40:00","Lorna","Primary sump","7.36",85.5,12.3,0.08,0.1,0.1,7.83,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","238",20,59500
"2014",1115,"03/04/2019","07:40:00","Lorna","Primary sump","7.36",85.5,12.3,0.08,0.1,0.1,7.83,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","9",20,2250
"2015",1115,"03/04/2019","07:40:00","Lorna","Primary sump","7.36",85.5,12.3,0.08,0.1,0.1,7.83,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","3",20,750
"2016",1115,"03/04/2019","07:40:00","Lorna","Primary sump","7.36",85.5,12.3,0.08,0.1,0.1,7.83,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","85",20,21250
"2017",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","1",20,250
"2018",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","135",20,33750
"2019",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Ceratium furca","Dinoflagellate","","190",20,47500
"2020",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",20,250
"2021",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",20,250
"2022",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","47",20,11750
"2023",1116,"03/04/2019","07:40:00","Lorna","After Drumfilter","7.3",84.7,12.5,0.21,0.25,0.27,7.51,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","1",20,250
"2024",1117,"03/04/2019","11:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","39",5,39000
"2025",1117,"03/04/2019","11:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","40",5,40000
"2026",1117,"03/04/2019","11:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","80",5,80000
"2027",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","44",20,11000
"2028",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","2",20,500
"2029",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium oceanicum","Dinoflagellate","","2",20,500
"2030",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","3",20,750
"2031",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","2",20,500
"2032",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","4",20,1000
"2033",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","75",20,18750
"2034",1118,"03/04/2019","11:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","150",20,37500
"2035",1119,"03/04/2019","14:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","2",20,500
"2036",1119,"03/04/2019","14:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","100",20,25000
"2037",1119,"03/04/2019","14:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","22",20,5500
"2038",1119,"03/04/2019","14:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","25",20,6250
"2039",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","2",20,500
"2040",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum sigmoides","Dinoflagellate","","7",20,1750
"2041",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","5",20,1250
"2042",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","1",20,250
"2043",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","2",20,500
"2044",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","115",20,28750
"2045",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","22",20,5500
"2046",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","38",20,9500
"2047",1120,"03/04/2019","14:00:00","Lorna","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",20,250
"2048",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","163",20,40750
"2049",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","HAB","9",20,2250
"2050",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","2",20,500
"2051",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","9",20,2250
"2052",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","268",20,67000
"2053",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Ceratium furca","Dinoflagellate","","45",20,11250
"2054",1121,"03/04/2019","17:00:00","Pertunia","Primary sump","",NA,NA,0.01,0.01,0.01,8.09,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","34",20,8500
"2055",1122,"03/04/2019","17:00:00","Pertunia","After Drumfilter","",NA,NA,0.03,0.04,0.04,8.06,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","83",5,83000
"2056",1122,"03/04/2019","17:00:00","Pertunia","After Drumfilter","",NA,NA,0.03,0.04,0.04,8.06,NA,NA,NA,"Ceratium furca","Dinoflagellate","","23",5,23000
"2057",1122,"03/04/2019","17:00:00","Pertunia","After Drumfilter","",NA,NA,0.03,0.04,0.04,8.06,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","99",5,99000
"2058",1123,"03/04/2019","21:30:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","76",5,76000
"2059",1123,"03/04/2019","21:30:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","19",5,19000
"2060",1123,"03/04/2019","21:30:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","76",5,76000
"2061",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","HAB","3",10,1500
"2062",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",10,500
"2063",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","18",10,9000
"2064",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Ceratium furca","Dinoflagellate","","41",10,20500
"2065",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Chaetoceros","Diatom","","1",10,500
"2066",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","145",10,72500
"2067",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","13",10,6500
"2068",1124,"04/04/2019","07:30:00","Lorna","Primary sump","",NA,NA,0.07,0.08,0.09,7.88,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","73",10,36500
"2069",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Chaetoceros","Diatom","","1",10,500
"2070",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",10,500
"2071",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","102",10,51000
"2072",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","9",10,4500
"2073",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","17",10,8500
"2074",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Ceratium furca","Dinoflagellate","","21",10,10500
"2075",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","HAB","5",10,2500
"2076",1125,"04/04/2019","07:30:00","Lorna","After Drumfilter","",NA,NA,0.09,0.11,0.12,7.95,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB","84",10,42000
"2077",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum sigmoides","Dinoflagellate","","3",10,1500
"2078",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","169",10,84500
"2079",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","48",10,24000
"2080",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","3",10,1500
"2081",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Ceratium lineatum","Dinoflagellate","","1",10,500
"2082",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium oceanicum","Dinoflagellate","","1",10,500
"2083",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate","","5",10,2500
"2084",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","9",10,4500
"2085",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","16",10,8000
"2086",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","12",10,6000
"2087",1126,"04/04/2019","11:30:00","Pertunia","Primary sump","9.94",99.9,14.5,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","92",10,46000
"2088",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","100",10,50000
"2089",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","12",10,6000
"2090",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","19",10,9500
"2091",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum sigmoides","Dinoflagellate","","1",10,500
"2092",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","64",10,32000
"2093",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","10",10,5000
"2094",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",10,500
"2095",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","1",10,500
"2096",1127,"04/04/2019","16:20:00","Pertunia","Primary sump","10.7",106.6,14.8,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","10",10,5000
"2097",1128,"04/04/2019","21:45:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","28",5,28000
"2098",1128,"04/04/2019","21:45:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","4",5,4000
"2099",1128,"04/04/2019","21:45:00","Sarah","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","24",5,24000
"2100",1129,"04/04/2019","21:45:00","Sarah","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","32",5,32000
"2101",1129,"04/04/2019","21:45:00","Sarah","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","5",5,5000
"2102",1129,"04/04/2019","21:45:00","Sarah","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","26",5,26000
"2103",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","9",10,4500
"2104",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","19",10,9500
"2105",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","46",10,23000
"2106",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","3",10,1500
"2107",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","7",10,3500
"2108",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",10,500
"2109",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis acuminata","Dinoflagellate","","1",10,500
"2110",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate","","1",10,500
"2111",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","50",10,25000
"2112",1130,"05/04/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","2",10,1000
"2113",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","40",10,20000
"2114",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate","","1",10,500
"2115",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate","","65",10,32500
"2116",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate","","6",10,3000
"2117",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","9",10,4500
"2118",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom","","1",10,500
"2119",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate","","10",10,5000
"2120",1131,"05/04/2019","08:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate","","4",10,2000
"2121",1132,"05/04/2019","10:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium oceanicum","Dinoflagellate","","4",10,2000
"2122",1132,"05/04/2019","10:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","","21",10,10500
"2123",1132,"05/04/2019","10:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate","","3",10,1500
